Row Labels,Average of RTD Actual Load
9 AM,5935.75
10 AM,6045.791667
11 AM,6118.458333
12 PM,6079.158333
1 PM,6007.041667
2 PM,5912.7
3 PM,5877.566667
4 PM,5873.975
5 PM,5893.825
6 PM,5744.842857
7 PM,5729.4
8 PM,5719.191667
9 PM,5549.633333
10 PM,5212.558333
11 PM,4806.833333
16-Apr,5260.062245
12 AM,4460.358333
1 AM,4253.808333
2 AM,4116.216667
3 AM,4049.975
4 AM,4071.483333
5 AM,4296.141667
6 AM,4770.433333
7 AM,5289.05
8 AM,5616.958333
9 AM,5785.25
10 AM,5847.792857
11 AM,5838.033333
12 PM,5831.7
1 PM,5809.158333
2 PM,5787.458333
3 PM,5805.958333
4 PM,5849.933333
5 PM,5887.133333
6 PM,5774.25
7 PM,5746.633333
8 PM,5675.633333
9 PM,5487.558333
10 PM,5151.791667
11 PM,4758.025
17-Apr,5209.511073
12 AM,4402.141667
1 AM,4189.608333
2 AM,4068.85
3 AM,4009.366667
4 AM,4033.716667
5 AM,4229.95
6 AM,4715.85
7 AM,5254.15
8 AM,5624.116667
9 AM,5804.158333
10 AM,5833.825
11 AM,5826.325
12 PM,5788.9
1 PM,5764.633333
2 PM,5735.85
3 PM,5746.383333
4 PM,5800.65
5 PM,5804.766667
6 PM,5685.958333
7 PM,5642.925
8 PM,5638.191667
9 PM,5464.208333
10 PM,5153.283333
11 PM,4762.175
18-Apr,5281.273288
12 AM,4411.233333
1 AM,4188.766667
2 AM,4048.283333
3 AM,3985.283333
4 AM,4009.608333
5 AM,4197.133333
6 AM,4674.991667
7 AM,5219.341667
8 AM,5630.65
9 AM,5853.316667
10 AM,5958.5
11 AM,5998.541667
12 PM,6030.408333
1 PM,6001.5
2 PM,5979.991667
3 PM,5940.058333
4 PM,5955.89375
5 PM,5915.041667
6 PM,5756.908333
7 PM,5665.083333
8 PM,5631.133333
9 PM,5464.591667
10 PM,5174.758333
11 PM,4834.666667
19-Apr,5247.946233
12 AM,4492.675
1 AM,4247.691667
2 AM,4110.233333
3 AM,4031.641667
4 AM,4032.308333
5 AM,4183.3
6 AM,4548.266667
7 AM,4984.616667
8 AM,5397.175
9 AM,5689.478571
10 AM,5862.2
11 AM,5894.375
12 PM,5943.358333
1 PM,5931.766667
2 PM,5977.45
3 PM,6011.783333
4 PM,6038.35
5 PM,6013.991667
6 PM,5824.433333
7 PM,5685.983333
8 PM,5587.05
9 PM,5389.633333
10 PM,5153.2
11 PM,4861.95
20-Apr,4808.731849
12 AM,4589.966667
1 AM,4374.6
2 AM,4234.308333
3 AM,4130.35
4 AM,4076.683333
5 AM,4092.766667
6 AM,4219.225
7 AM,4432.366667
8 AM,4716.083333
9 AM,4983.391667
10 AM,5181.776923
11 AM,5284.438462
12 PM,5305.216667
1 PM,5281.408333
2 PM,5209.483333
3 PM,5160.45
4 PM,5108.825
5 PM,5091.975
6 PM,5091.025
7 PM,5073.933333
8 PM,5102.75
9 PM,5012.691667
10 PM,4873.316667
11 PM,4662.8
21-Apr,4515.2375
12 AM,4397.971429
1 AM,4195.433333
2 AM,4048.141667
3 AM,3956.375
4 AM,3910.25
5 AM,3931.183333
6 AM,3992.016667
7 AM,4063.714286
8 AM,4318.471429
9 AM,4512.058333
10 AM,4663.891667
11 AM,4757.083333
12 PM,4829.885714
1 PM,4804.258333
2 PM,4779.85
3 PM,4766.716667
4 PM,4788.925
5 PM,4791.608333
6 PM,4831.808333
7 PM,4882.525
8 PM,4994.708333
9 PM,4938.908333
10 PM,4762.775
11 PM,4522.291667
22-Apr,5135.404828
12 AM,4248.8
1 AM,4056.3
2 AM,3942.8
3 AM,3877.866667
4 AM,3898.608333
5 AM,4087.583333
6 AM,4478.183333
7 AM,4936.15
8 AM,5320.292857
9 AM,5554.333333
10 AM,5687.575
11 AM,5764.091667
12 PM,5796.516667
1 PM,5851.691667
2 PM,5855.475
3 PM,5844.933333
4 PM,5883.366667
5 PM,5876.166667
6 PM,5771.85
7 PM,5675.191667
8 PM,5601.025
9 PM,5395.016667
10 PM,5082.933333
11 PM,4732.15
23-Apr,5220.165424
12 AM,4407.891667
1 AM,4170.625
2 AM,4042
3 AM,3981.825
4 AM,3982.041667
5 AM,4159.85
6 AM,4553.25
7 AM,5029.35
8 AM,5419.425
9 AM,5654.6
10 AM,5769.75
11 AM,5843.308333
12 PM,5916.366667
1 PM,5963.6
2 PM,6006.083333
3 PM,5983.458333
4 PM,5987.066667
5 PM,5945.15
6 PM,5779.641667
7 PM,5708.7
8 PM,5637.866667
9 PM,5440.678571
10 PM,5158.807143
11 PM,4816.92
24-Apr,5242.193581
12 AM,4480.691667
1 AM,4253.866667
2 AM,4115.366667
3 AM,4043.641667
4 AM,4050.466667
5 AM,4223.491667
6 AM,4640.841667
7 AM,5147.958333
8 AM,5487.366667
9 AM,5706.928571
10 AM,5773.033333
11 AM,5804.933333
12 PM,5850.91875
1 PM,5856.416667
2 PM,5872.058333
3 PM,5902.528571
4 PM,5960.3
5 PM,5956.941667
6 PM,5782.758333
7 PM,5621.25
8 PM,5608.6
9 PM,5423.875
10 PM,5118.566667
11 PM,4739.425
25-Apr,5084.159375
12 AM,4383.675
1 AM,4134.916667
2 AM,3981.858333
3 AM,3895.325
4 AM,3904.608333
5 AM,4086.675
6 AM,4476.391667
7 AM,4943.125
8 AM,5321.441667
9 AM,5542
10 AM,5616.75
11 AM,5696.925
12 PM,5771.3
1 PM,5734.908333
2 PM,5727.283333
3 PM,5750.958333
4 PM,5801.708333
5 PM,5776.291667
6 PM,5627.775
7 PM,5525.925
8 PM,5440.525
9 PM,5255.808333
10 PM,4983.425
11 PM,4640.225
26-Apr,5130.668966
12 AM,4320.616667
1 AM,4109.1
2 AM,3967.783333
3 AM,3898.975
4 AM,3895.425
5 AM,4093.275
6 AM,4478.4
7 AM,4951.566667
8 AM,5351.316667
9 AM,5586.158333
10 AM,5711.8
11 AM,5803.171429
12 PM,5845.1
1 PM,5890.425
2 PM,5861.075
3 PM,5801.35
4 PM,5814.825
5 PM,5775.441667
6 PM,5656.6
7 PM,5604.9
8 PM,5495.858333
9 PM,5307.658333
10 PM,5062.725
11 PM,4740.425
27-Apr,4595.747241
12 AM,4422.466667
1 AM,4182.591667
2 AM,4028.141667
3 AM,3942.875
4 AM,3898.8
5 AM,3947.958333
6 AM,4069.125
7 AM,4270.792857
8 AM,4511.116667
9 AM,4719.941667
10 AM,4853.966667
11 AM,4922.091667
12 PM,4959.825
1 PM,4942.4
2 PM,4939.608333
3 PM,4881.525
4 PM,4861.058333
5 PM,4864.583333
6 PM,4877.3
7 PM,4923.5
8 PM,5022.6
9 PM,4949.95
10 PM,4788.3
11 PM,4571.575
28-Apr,4582.571528
12 AM,4333.358333
1 AM,4108.708333
2 AM,3968.15
3 AM,3871.7
4 AM,3825.333333
5 AM,3858.2
6 AM,3920.6
7 AM,4093.95
8 AM,4342.483333
9 AM,4570.683333
10 AM,4767.866667
11 AM,4908.816667
12 PM,4928.508333
1 PM,4956.266667
2 PM,4903.858333
3 PM,4902.558333
4 PM,4974.191667
5 PM,5060.616667
6 PM,5081.775
7 PM,5067.291667
8 PM,5153.9
9 PM,5040.216667
10 PM,4810.133333
11 PM,4532.55
29-Apr,5116.208874
12 AM,4266.141667
1 AM,4082.6
2 AM,3961.008333
3 AM,3910.275
4 AM,3949.041667
5 AM,4181.157143
6 AM,4620.783333
7 AM,5128.4
8 AM,5443.241667
9 AM,5641.741667
10 AM,5693.583333
11 AM,5715.908333
12 PM,5712.558333
1 PM,5689.516667
2 PM,5656.325
3 PM,5659.008333
4 PM,5712.733333
5 PM,5729.458333
6 PM,5681.091667
7 PM,5633.833333
8 PM,5591.275
9 PM,5391.55
10 PM,5068.608333
11 PM,4675.883333
30-Apr,5179.689831
12 AM,4322.408333
1 AM,4114.783333
2 AM,3984.766667
3 AM,3927.858333
4 AM,3941.616667
5 AM,4136.466667
6 AM,4607.783333
7 AM,5189.707143
8 AM,5534.573333
9 AM,5775.983333
10 AM,5844.441667
11 AM,5886.358333
12 PM,5869.308333
1 PM,5796.241667
2 PM,5762.635714
3 PM,5779.6
4 PM,5773.916667
5 PM,5759.208333
6 PM,5658.441667
7 PM,5580.208333
8 PM,5600.066667
9 PM,5438.725
10 PM,5123.608333
11 PM,4716.3
1-May,5191.170169
12 AM,4360.733333
1 AM,4133.458333
2 AM,3977.808333
3 AM,3918.616667
4 AM,3924.4
5 AM,4121.708333
6 AM,4593.207143
7 AM,5156.008333
8 AM,5524.516667
9 AM,5705.816667
10 AM,5783.808333
11 AM,5826.733333
12 PM,5810.925
1 PM,5809.083333
2 PM,5791.708333
3 PM,5813.875
4 PM,5850.558824
5 PM,5894.066667
6 PM,5766.566667
7 PM,5687.183333
8 PM,5628.408333
9 PM,5453.308333
10 PM,5138.891667
11 PM,4741.608333
2-May,5265.198986
12 AM,4395.508333
1 AM,4155.1
2 AM,4023.8
3 AM,3965.45
4 AM,3977.125
5 AM,4160.791667
6 AM,4621.991667
7 AM,5149.808333
8 AM,5503.691667
9 AM,5704.875
10 AM,5768.641667
11 AM,5842.041667
12 PM,5925.05
1 PM,6001.98125
2 PM,6083.133333
3 PM,6126.085714
4 PM,6119.164286
5 PM,6005.3
6 PM,5789.2
7 PM,5672.316667
8 PM,5590.308333
9 PM,5396.158333
10 PM,5110.15
11 PM,4745.7
3-May,5181.100347
12 AM,4381.233333
1 AM,4152.366667
2 AM,4014.691667
3 AM,3942.991667
4 AM,3953.375
5 AM,4129.933333
6 AM,4585.475
7 AM,5133.566667
8 AM,5507.566667
9 AM,5735.108333
10 AM,5823.275
11 AM,5885.025
12 PM,5888.65
1 PM,5876.733333
2 PM,5838.375
3 PM,5831.383333
4 PM,5855.666667
5 PM,5825.75
6 PM,5696.05
7 PM,5592.958333
8 PM,5509.116667
9 PM,5344.083333
10 PM,5078.808333
11 PM,4764.225
4-May,4726.697222
12 AM,4459.85
1 AM,4233.2
2 AM,4090.583333
3 AM,4000.925
4 AM,3956.35
5 AM,3997.041667
6 AM,4113.191667
7 AM,4348.783333
8 AM,4613.441667
9 AM,4820.9
10 AM,5002.691667
11 AM,5142.041667
12 PM,5189.183333
1 PM,5153.791667
2 PM,5107.1
3 PM,5106.291667
4 PM,5105.191667
5 PM,5126.85
6 PM,5100.2
7 PM,5076.183333
8 PM,5134.483333
9 PM,5052.033333
10 PM,4866.391667
11 PM,4644.033333
5-May,4697.788966
12 AM,4392.841667
1 AM,4203.05
2 AM,4040.158333
3 AM,3949.583333
4 AM,3907.008333
5 AM,3931.916667
6 AM,3988.966667
7 AM,4151.991667
8 AM,4414.266667
9 AM,4664.15
10 AM,4878.2
11 AM,5023.583333
12 PM,5092.333333
1 PM,5121.857143
2 PM,5117.125
3 PM,5116.475
4 PM,5134.491667
5 PM,5171.391667
6 PM,5226.091667
7 PM,5271.575
8 PM,5275.6
9 PM,5130.025
10 PM,4886.341667
11 PM,4587.233333
6-May,5186.074394
12 AM,4317.916667
1 AM,4116.133333
2 AM,3987.725
3 AM,3946.291667
4 AM,3963.258333
5 AM,4149.816667
6 AM,4588.683333
7 AM,5103.025
8 AM,5458.9
9 AM,5660.333333
10 AM,5737.225
11 AM,5809.416667
12 PM,5857.033333
1 PM,5895.933333
2 PM,5903.925
3 PM,5921.041667
4 PM,5956.6
5 PM,5947.208333
6 PM,5745.741667
7 PM,5638.258333
8 PM,5581.908333
9 PM,5421.541667
10 PM,5087.925
11 PM,4709.646154
7-May,5218.775342
12 AM,4349.557143
1 AM,4145.366667
2 AM,4007.541667
3 AM,3951.866667
4 AM,3958.925
5 AM,4125.475
6 AM,4576.816667
7 AM,5118.95
8 AM,5459.091667
9 AM,5667.883333
10 AM,5753.616667
11 AM,5821.1
12 PM,5828.308333
1 PM,5867.475
2 PM,5888.516667
3 PM,5946.025
4 PM,6024.891667
5 PM,6023.033333
6 PM,5864.541667
7 PM,5735.114286
8 PM,5689.266667
9 PM,5517.183333
10 PM,5201.433333
11 PM,4787.441667
8-May,5226.639655
12 AM,4430.375
1 AM,4191.925
2 AM,4051.508333
3 AM,3983.908333
4 AM,3975.65
5 AM,4135.65
6 AM,4595.008333
7 AM,5113.741667
8 AM,5499.233333
9 AM,5709.933333
10 AM,5813.091667
11 AM,5866.358333
12 PM,5892.775
1 PM,5912.483333
2 PM,5908.666667
3 PM,5972.175
4 PM,6015.433333
5 PM,5997.991667
6 PM,5804.042857
7 PM,5632.383333
8 PM,5582.4
9 PM,5419.216667
10 PM,5113
11 PM,4726.166667
9-May,5137.202389
12 AM,4391.833333
1 AM,4151.775
2 AM,4013.55
3 AM,3951.208333
4 AM,3953.125
5 AM,4115.158333
6 AM,4549.525
7 AM,5080.55
8 AM,5443.566667
9 AM,5660.541667
10 AM,5753.941667
11 AM,5800.15
12 PM,5776.466667
1 PM,5767.533333
2 PM,5744.325
3 PM,5753.825
4 PM,5804.141667
5 PM,5824.725
6 PM,5713.358333
7 PM,5608.533333
8 PM,5537.458333
9 PM,5355.141667
10 PM,5043
11 PM,4687.005882
10-May,5323.725517
12 AM,4341.008333
1 AM,4113.766667
2 AM,3982.041667
3 AM,3916.058333
4 AM,3927.95
5 AM,4116.233333
6 AM,4580.716667
7 AM,5143.258333
8 AM,5537.866667
9 AM,5757.091667
10 AM,5900.533333
11 AM,5999.508333
12 PM,6010.191667
1 PM,6061.583333
2 PM,6098.141667
3 PM,6154.883333
4 PM,6189.628571
5 PM,6165.591667
6 PM,5980.733333
7 PM,5885.816667
8 PM,5779.041667
9 PM,5626.191667
10 PM,5353.5
11 PM,5003.758333
11-May,4762.324742
12 AM,4722.483333
1 AM,4484.991667
2 AM,4261.916667
3 AM,4145.575
4 AM,4071.733333
5 AM,4059.1
6 AM,4148.283333
7 AM,4361.3
8 AM,4622.341667
9 AM,4813.066667
10 AM,4957.991667
11 AM,5024.723077
12 PM,5048.95
1 PM,5044.283333
2 PM,5042.933333
3 PM,5057.721429
4 PM,5084.175
5 PM,5136.791667
6 PM,5132.65
7 PM,5157.466667
8 PM,5171.608333
9 PM,5081.625
10 PM,4917.5
11 PM,4675.483333
12-May,4686.381724
12 AM,4426.578571
1 AM,4215.75
2 AM,4043.225
3 AM,3961.608333
4 AM,3920.775
5 AM,3940.091667
6 AM,4006.333333
7 AM,4161.85
8 AM,4406.075
9 AM,4642.55
10 AM,4883.516667
11 AM,5024.883333
12 PM,5088.383333
1 PM,5113.483333
2 PM,5120.141667
3 PM,5113.166667
4 PM,5113.933333
5 PM,5127.083333
6 PM,5138.533333
7 PM,5191.375
8 PM,5233.3
9 PM,5128.766667
10 PM,4898.208333
11 PM,4616.85
13-May,5314.276389
12 AM,4337.783333
1 AM,4133.916667
2 AM,3999.066667
3 AM,3961.55
4 AM,3985.608333
5 AM,4181.825
6 AM,4630.883333
7 AM,5194.575
8 AM,5599.191667
9 AM,5843.308333
10 AM,5965.316667
11 AM,6021.25
12 PM,6052.658333
1 PM,6061.541667
2 PM,6047.95
3 PM,6037.266667
4 PM,6082.25
5 PM,6127.708333
6 PM,6004.233333
7 PM,5856.058333
8 PM,5772.45
9 PM,5576.416667
10 PM,5239.725
11 PM,4830.1
14-May,5299.572069
12 AM,4475.683333
1 AM,4245.016667
2 AM,4110.791667
3 AM,4044.308333
4 AM,4062.175
5 AM,4243.216667
6 AM,4710.914286
7 AM,5227.358333
8 AM,5603.508333
9 AM,5830.8
10 AM,5921.15
11 AM,5932.033333
12 PM,5931.483333
1 PM,5938.675
2 PM,5935.058333
3 PM,5953.85
4 PM,6007.075
5 PM,6007.266667
6 PM,5913.808333
7 PM,5819.933333
8 PM,5748.133333
9 PM,5565.35
10 PM,5232.983333
11 PM,4827.266667
15-May,5236.246575
12 AM,4474.108333
1 AM,4252.791667
2 AM,4118.633333
3 AM,4051.816667
4 AM,4070.766667
5 AM,4258.1
6 AM,4704.15
7 AM,5204.716667
8 AM,5521.608333
9 AM,5717.975
10 AM,5776.4
11 AM,5775.075
12 PM,5809.25
1 PM,5821
2 PM,5832.691667
3 PM,5874.178571
4 PM,5951.275
5 PM,5917.616667
6 PM,5788.541667
7 PM,5655.133333
8 PM,5572.2
9 PM,5435.791667
10 PM,5133.408333
11 PM,4750.866667
16-May,5261.982653
12 AM,4372.091667
1 AM,4130.091667
2 AM,3997.225
3 AM,3982.5
4 AM,3988.275
5 AM,4152.5
6 AM,4586.991667
7 AM,5126.658333
8 AM,5489.5
9 AM,5718.814286
10 AM,5815.733333
11 AM,5879.908333
12 PM,5937.341667
1 PM,5960.041667
2 PM,5977.241667
3 PM,6022.308333
4 PM,6063.775
5 PM,6041.992857
6 PM,5884.325
7 PM,5730.941667
8 PM,5651.65
9 PM,5501.291667
10 PM,5200.225
11 PM,4832.1
17-May,5463.145862
12 AM,4470.158333
1 AM,4230.733333
2 AM,4082.491667
3 AM,4011.666667
4 AM,4012.966667
5 AM,4166.875
6 AM,4617.075
7 AM,5192.166667
8 AM,5621.916667
9 AM,5915.775
10 AM,6086.333333
11 AM,6215.008333
12 PM,6326.8
1 PM,6297.585714
2 PM,6231.4
3 PM,6255.95
4 PM,6350.558333
5 PM,6375.041667
6 PM,6161.408333
7 PM,6018.225
8 PM,5906.216667
9 PM,5765.758333
10 PM,5502.508333
11 PM,5161.808333
18-May,4830.364138
12 AM,4787.342857
1 AM,4454.275
2 AM,4238.958333
3 AM,4114.533333
4 AM,4016.15
5 AM,3999.475
6 AM,4104.758333
7 AM,4353.341667
8 AM,4634.725
9 AM,4859.891667
10 AM,5070.866667
11 AM,5189.358333
12 PM,5240.55
1 PM,5279.375
2 PM,5287.116667
3 PM,5298.1
4 PM,5303.075
5 PM,5295.566667
6 PM,5249.691667
7 PM,5192.2
8 PM,5170.725
9 PM,5119.883333
10 PM,4966.441667
11 PM,4709.508333
19-May,4937.82483
12 AM,4443.808333
1 AM,4224.858333
2 AM,4074.725
3 AM,3994.933333
4 AM,3948.091667
5 AM,3950.941667
6 AM,4017.808333
7 AM,4213.125
8 AM,4480.65
9 AM,4754.566667
10 AM,4984.958333
11 AM,5152.5
12 PM,5232.883333
1 PM,5318.8
2 PM,5399.108333
3 PM,5494.35
4 PM,5597.716667
5 PM,5684.041667
6 PM,5705.958333
7 PM,5700.983333
8 PM,5729.766667
9 PM,5653.125
10 PM,5392.811111
11 PM,5129.791667
20-May,6362.410959
12 AM,4860.708333
1 AM,4657.808333
2 AM,4509.166667
3 AM,4435.266667
4 AM,4446.725
5 AM,4647.891667
6 AM,5139.366667
7 AM,5774.408333
8 AM,6342.085714
9 AM,6816.816667
10 AM,7055.283333
11 AM,7244.116667
12 PM,7398.991667
1 PM,7523.191667
2 PM,7565.442857
3 PM,7673.558333
4 PM,7767.525
5 PM,7769.633333
6 PM,7521.45
7 PM,7286.641667
8 PM,7062.041667
9 PM,6796.158333
10 PM,6359.216667
11 PM,5847.25
21-May,5578.143793
12 AM,5283.191667
1 AM,4891.65
2 AM,4635.675
3 AM,4475.083333
4 AM,4392.558333
5 AM,4526.641667
6 AM,4909.3
7 AM,5413.4
8 AM,5755.991667
9 AM,5934.683333
10 AM,6008.633333
11 AM,6073.646154
12 PM,6133.041667
1 PM,6191.158333
2 PM,6223.241667
3 PM,6308.175
4 PM,6397.275
5 PM,6411.55
6 PM,6195.166667
7 PM,5974.283333
8 PM,5815.730769
9 PM,5649.491667
10 PM,5312.433333
11 PM,4902.358333
22-May,5477.909722
12 AM,4529.508333
1 AM,4283.916667
2 AM,4127.866667
3 AM,4044.416667
4 AM,4037.866667
5 AM,4200.225
6 AM,4650.933333
7 AM,5212.55
8 AM,5658.85
9 AM,5941.725
10 AM,6040.025
11 AM,6132.816667
12 PM,6197.183333
1 PM,6255.591667
2 PM,6308.775
3 PM,6391.641667
4 PM,6468.575
5 PM,6500.333333
6 PM,6287.416667
7 PM,6079.858333
8 PM,5933.533333
9 PM,5745.091667
10 PM,5416.783333
11 PM,5024.35
23-May,5559.601701
12 AM,4661.175
1 AM,4409.025
2 AM,4254.675
3 AM,4170.766667
4 AM,4167.058333
5 AM,4339.158333
6 AM,4795.575
7 AM,5363.175
8 AM,5729.108333
9 AM,5928.6
10 AM,6051.541667
11 AM,6095.866667
12 PM,6129.925
1 PM,6211.028571
2 PM,6311.2
3 PM,6478.535714
4 PM,6558.55
5 PM,6539.566667
6 PM,6307.308333
7 PM,6092.675
8 PM,5948.025
9 PM,5823.841667
10 PM,5563.085714
11 PM,5238.666667
24-May,5638.288276
12 AM,4903.841667
1 AM,4669.666667
2 AM,4514.558333
3 AM,4438.966667
4 AM,4411.266667
5 AM,4545.308333
6 AM,4987.1
7 AM,5522.141667
8 AM,5940.891667
9 AM,6199.141667
10 AM,6295.225
11 AM,6381.3
12 PM,6430.65
1 PM,6448.475
2 PM,6424.816667
3 PM,6436.741667
4 PM,6437.225
5 PM,6401.383333
6 PM,6162.25
7 PM,5950.183333
8 PM,5762.191667
9 PM,5599.641667
10 PM,5316.975
11 PM,5006.916667
25-May,4792.497586
12 AM,4672.758333
1 AM,4434.908333
2 AM,4260.475
3 AM,4146.525
4 AM,4082.633333
5 AM,4062.542857
6 AM,4163.75
7 AM,4402.966667
8 AM,4684.833333
9 AM,4907.083333
10 AM,5097.075
11 AM,5176.358333
12 PM,5247.85
1 PM,5244.375
2 PM,5223.733333
3 PM,5185.291667
4 PM,5152.275
5 PM,5136.741667
6 PM,5096.608333
7 PM,5061.183333
8 PM,5082
9 PM,5043.891667
10 PM,4888.033333
11 PM,4687.708333
26-May,5185.708966
12 AM,4458.283333
1 AM,4261.558333
2 AM,4118.841667
3 AM,4052.314286
4 AM,4010.45
5 AM,4012.208333
6 AM,4072.908333
7 AM,4299.341667
8 AM,4610.433333
9 AM,4958.65
10 AM,5314.125
11 AM,5593.816667
12 PM,5793.908333
1 PM,5951.45
2 PM,6068.55
3 PM,6148.175
4 PM,6122.616667
5 PM,6107.483333
6 PM,5954.883333
7 PM,5861.166667
8 PM,5860.316667
9 PM,5845.208333
10 PM,5703.791667
11 PM,5465.433333
27-May,5455.343493
12 AM,5176.566667
1 AM,4912.025
2 AM,4681.041667
3 AM,4520.625
4 AM,4416.858333
5 AM,4401.258333
6 AM,4521.075
7 AM,4777.283333
8 AM,5046.958333
9 AM,5316.375
10 AM,5551.016667
11 AM,5717.766667
12 PM,5822.166667
1 PM,5886.441667
2 PM,5952.325
3 PM,6020.183333
4 PM,6114.146154
5 PM,6155.553846
6 PM,6161.291667
7 PM,6115.2
8 PM,6094.141667
9 PM,6070.241667
10 PM,5845.691667
11 PM,5526.842857
28-May,5944.054485
12 AM,5183.008333
1 AM,4929.416667
2 AM,4782.375
3 AM,4700.133333
4 AM,4685.441667
5 AM,4824.05
6 AM,5226.7
7 AM,5742.366667
8 AM,6166.883333
9 AM,6454.733333
10 AM,6540.721429
11 AM,6577.958333
12 PM,6578.21875
1 PM,6601.066667
2 PM,6569.15
3 PM,6598.857143
4 PM,6619.233333
5 PM,6707.907692
6 PM,6554.716667
7 PM,6420.541667
8 PM,6369.383333
9 PM,6242.008333
10 PM,5930.825
11 PM,5555.216667
29-May,5777.777431
12 AM,5184.858333
1 AM,4924.5
2 AM,4767.7
3 AM,4671.583333
4 AM,4644.766667
5 AM,4812.9
6 AM,5286.55
7 AM,5848.775
8 AM,6180.708333
9 AM,6342.75
10 AM,6396.733333
11 AM,6459.416667
12 PM,6508.1
1 PM,6530.583333
2 PM,6507.308333
3 PM,6526.083333
4 PM,6506.9
5 PM,6472.933333
6 PM,6258.691667
7 PM,6063.15
8 PM,5854.583333
9 PM,5649
10 PM,5323.608333
11 PM,4944.475
30-May,5526.510069
12 AM,4589.091667
1 AM,4346.533333
2 AM,4199.741667
3 AM,4133.175
4 AM,4139.483333
5 AM,4305.483333
6 AM,4782.033333
7 AM,5368.416667
8 AM,5799.066667
9 AM,6027.183333
10 AM,6107.983333
11 AM,6218.258333
12 PM,6335.391667
1 PM,6351.791667
2 PM,6376.766667
3 PM,6346.233333
4 PM,6357.566667
5 PM,6338.7
6 PM,6224.808333
7 PM,6074.816667
8 PM,5923.25
9 PM,5739.616667
10 PM,5439.2
11 PM,5111.65
31-May,5988.307931
12 AM,4769.05
1 AM,4532.491667
2 AM,4389.975
3 AM,4321.6
4 AM,4317.066667
5 AM,4474.883333
6 AM,4994.941667
7 AM,5668.616667
8 AM,6187.741667
9 AM,6512.275
10 AM,6679.916667
11 AM,6799.891667
12 PM,6883.108333
1 PM,6972.891667
2 PM,7027.141667
3 PM,7108.891667
4 PM,7161.008333
5 PM,7116.35
6 PM,6859.133333
7 PM,6608.041667
8 PM,6414.121429
9 PM,6254.416667
10 PM,5963.441667
11 PM,5631.425
1-Jun,5443.767708
12 AM,5278.166667
1 AM,4994.591667
2 AM,4783.375
3 AM,4644.958333
4 AM,4562.833333
5 AM,4526.391667
6 AM,4611.416667
7 AM,4873.658333
8 AM,5187.375
9 AM,5454.541667
10 AM,5709.916667
11 AM,5900.95
12 PM,6002.3
1 PM,6044.4
2 PM,6079.683333
3 PM,6083.35
4 PM,6011.958333
5 PM,5935.05
6 PM,5851.258333
7 PM,5767.616667
8 PM,5745.258333
9 PM,5714.35
10 PM,5553.591667
11 PM,5333.433333
2-Jun,5543.675862
12 AM,5090.766667
1 AM,4854.641667
2 AM,4655.066667
3 AM,4528
4 AM,4462.241667
5 AM,4437.675
6 AM,4492.908333
7 AM,4704.191667
8 AM,4977.591667
9 AM,5302.283333
10 AM,5623.6
11 AM,5865.85
12 PM,6051.666667
1 PM,6153.083333
2 PM,6233.175
3 PM,6290.492857
4 PM,6383.058333
5 PM,6369.125
6 PM,6294.275
7 PM,6281.233333
8 PM,6252.733333
9 PM,6248.433333
10 PM,5889.783333
11 PM,5481.875
3-Jun,5677.246918
12 AM,5042.6
1 AM,4748.041667
2 AM,4552.566667
3 AM,4438.658333
4 AM,4428.875
5 AM,4583.841667
6 AM,5014.433333
7 AM,5555.1
8 AM,5962.533333
9 AM,6229.05
10 AM,6370.707143
11 AM,6427.3
12 PM,6404.808333
1 PM,6434.316667
2 PM,6439.108333
3 PM,6451.583333
4 PM,6489.4
5 PM,6470.191667
6 PM,6234.491667
7 PM,6009.416667
8 PM,5838.325
9 PM,5685.95
10 PM,5375.307143
11 PM,5002.066667
4-Jun,5441.776027
12 AM,4633.6
1 AM,4364.516667
2 AM,4199.266667
3 AM,4091.616667
4 AM,4088.825
5 AM,4228.35
6 AM,4615.857143
7 AM,5169.383333
8 AM,5606.225
9 AM,5856.125
10 AM,5967.358333
11 AM,6040.791667
12 PM,6097.133333
1 PM,6149.45
2 PM,6201.95
3 PM,6278.141667
4 PM,6374.725
5 PM,6383.607143
6 PM,6192.041667
7 PM,5997.658333
8 PM,5841.683333
9 PM,5734.55
10 PM,5432.55
11 PM,5037.9
5-Jun,6075.681973
12 AM,4703.241667
1 AM,4435.95
2 AM,4281.841667
3 AM,4212.958333
4 AM,4223.833333
5 AM,4428.65
6 AM,4965.1
7 AM,5581.458333
8 AM,6063.942857
9 AM,6345.375
10 AM,6485.841667
11 AM,6625.592857
12 PM,6808.741667
1 PM,6989.378571
2 PM,7132.95
3 PM,7287.966667
4 PM,7360.95
5 PM,7397.791667
6 PM,7168.458333
7 PM,6992.533333
8 PM,6868.308333
9 PM,6765.108333
10 PM,6443.641667
11 PM,6004.775
6-Jun,6803.19932
12 AM,5586.333333
1 AM,5270.5
2 AM,5055.716667
3 AM,4964.091667
4 AM,4962.725
5 AM,5165.358333
6 AM,5685.108333
7 AM,6369.625
8 AM,6986.9
9 AM,7373.366667
10 AM,7593.25
11 AM,7748.05
12 PM,7832.421429
1 PM,7893.45
2 PM,7949.775
3 PM,7998.041667
4 PM,8047.433333
5 PM,8007.208333
6 PM,7736.508333
7 PM,7468.883333
